name                                                                                                                                                                                                                                                                               , parse, generate, compile, error
                                                                                                                                                                                                                                                                                                               [WARN  ecore_rs::parser::raw] Structural,,,,
"                                                                                                                                                                                                                                                                                                               [output truncated after 4000 chars]""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/metamodels/KM3_fixed.ecore                                                                                                                                          , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/metamodels/KM3_fixed.ecore: unexpected package content"
                                                                                                                                                                                                                                                                                                               line 60, column 3,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<eSubpackages name=""""PrimitiveTypes"""" nsURI=""""KM3PrimitiveTypes"""" nsPrefix=""""KM3PrimitiveTypes"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `    <eClassifiers xsi:type=""""ecore:EDataType"""" name=""""Boolean"""" instanceClassName=""""boolean""""/>`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/BibTeX2DocBook/DocBook.ecore                                                                                                                        , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/BibTeX2DocBook/DocBook.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Book2Publication/Book.ecore                                                                                                                         , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Book2Publication/Book.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Class2Relational/Class.ecore                                                                                                                        , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Class2Relational/Class.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Class2Relational/Relational.ecore                                                                                                                   , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Class2Relational/Relational.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/DSL2KM3/KM3_fixed.ecore                                                                                                                             , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/DSL2KM3/KM3_fixed.ecore: unexpected package content"
                                                                                                                                                                                                                                                                                                               line 58, column 3,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<eSubpackages name=""""PrimitiveTypes"""" nsURI=""""KM3PrimitiveTypes"""" nsPrefix=""""KM3PrimitiveTypes"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `    <eClassifiers xsi:type=""""ecore:EDataType"""" name=""""Boolean"""" instanceClassName=""""boolean""""/>`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Ecore2Class/Class.ecore                                                                                                                             , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Ecore2Class/Class.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Families2Persons/Families.ecore                                                                                                                     , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Families2Persons/Families.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Families2Persons/Persons.ecore                                                                                                                      , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Families2Persons/Persons.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Trace2PerformanceMetrics/Metrics.ecore                                                                                                              , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Trace2PerformanceMetrics/Metrics.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Trace2PerformanceMetrics/Trace.ecore                                                                                                                , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/a2l/tests/a2l.tests.vmtesting.emf/transformations/Trace2PerformanceMetrics/Trace.ecore: unexpected content at package level"
                                                                                                                                                                                                                                                                                                               line 2, column 1,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<xmi:XMI xmi:version=""""2.0"""" xmlns:xmi=""""http://www.omg.org/XMI"""" xmlns:xsi=""""http://www.w3.org/2001/XMLSchema-instance""""`",,,,
"                                                                                                                                                                                                                                                                                                               | `    xmlns:ecore=""""http://www.eclipse.org/emf/2002/Ecore"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples/anatlyzer.example.issre2014/metamodels/UML2_3_0_0.ecore                                                                                                                            , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples/anatlyzer.example.issre2014/metamodels/UML2_3_0_0.ecore: unsupported `eType` path `platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EModelElement`"
                                                                                                                                                                                                                                                                                                               line 25, column 18,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
"                                                                                                                                                                                                                                                                                                               | `  <eClassifiers xsi:type=""""ecore:EClass"""" name=""""Package"""" eSuperTypes=""""#//Namespace #//PackageableElement #//TemplateableElement"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples/anatlyzer.example.workflow2pn/metamodels/petri_nets.ecore                                                                                                                          , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples-test/GR2Sirius/metamodels/viewpoint.ecore                                                                                                                                          , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples-test/GR2Sirius/metamodels/viewpoint.ecore: unsupported `eType` path `ecore:EClass platform:/plugin/org.eclipse.emf.ecore/model/Ecore.ecore#//EObject`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `DAnalysis`,,,,
                                                                                                                                                                                                                                                                                                               line 12, column 98,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
"                                                                                                                                                                                                                                                                                                               | `    <eStructuralFeatures xsi:type=""""ecore:EReference"""" name=""""eAnnotations"""" upperBound=""""-1""""`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples-test/GR2Sirius/models/WindTurbines.ecore                                                                                                                                           , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/examples-test/TestResolveTemp/metamodels/MM1.ecore                                                                                                                                          , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/plugins/anatlyzer.atl.typing/model/generated/merged.ecore                                                                                                                                   , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/plugins/anatlyzer.atl.typing/model/generated/merged.ecore: unexpected package content"
                                                                                                                                                                                                                                                                                                               line 4, column 3,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<eSubpackages name=""""ATL"""" nsURI=""""http://anatlyzer/atlext/ATL"""" nsPrefix=""""atl_ext_atl"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `    <eClassifiers xsi:type=""""ecore:EClass"""" name=""""LocatedElement"""" abstract=""""true"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/plugins/anatlyzer.atl.typing/model/original/ATLStatic.ecore                                                                                                                                 , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/plugins/anatlyzer.atl.typing/model/original/ATLStatic.ecore: unexpected package content"
                                                                                                                                                                                                                                                                                                               line 4, column 3,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<eSubpackages name=""""ATL"""" nsURI=""""http://anatlyzer/atlstatic/ATL"""" nsPrefix=""""atl"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `    <eClassifiers xsi:type=""""ecore:EClass"""" name=""""LocatedElement"""" abstract=""""true"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/tests/anatlyzer.atl.tests.unit/metamodels/ABCD.ecore                                                                                                                                        , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/anatlyzer/tests/anatlyzer.atl.tests.unit/metamodels/ABCD.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `A`,,,,
                                                                                                                                                                                                                                                                                                               line 26, column 154,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
                                                                                                                                                                                                                                                                                                               | `  </eClassifiers>`,,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.atl.tests/metamodels/ABCD.ecore                                                                                                                                               , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.atl.tests/metamodels/ABCD.ecore: unknown builtit class URL `http://www.eclipse.org/emf/2002/Ecore#//EBooleanObject`"
                                                                                                                                                                                                                                                                                                               failed to parse structural features,,,,
                                                                                                                                                                                                                                                                                                               failed to parse class `A`,,,,
                                                                                                                                                                                                                                                                                                               line 26, column 154,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
                                                                                                                                                                                                                                                                                                               | ``,,,,
                                                                                                                                                                                                                                                                                                               | `  </eClassifiers>`,,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.atl.tests/metamodels/FSM.ecore                                                                                                                                                , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.atl.tests/metamodels/HSM.ecore                                                                                                                                                , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.atl.tests/metamodels/WXYZ.ecore                                                                                                                                               , true , true    , true   , 
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.catalogue.atl/metamodels/merged.ecore                                                                                                                                         , false, false   , false  ," ""parse: failed to parse modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.catalogue.atl/metamodels/merged.ecore: unexpected package content"
                                                                                                                                                                                                                                                                                                               line 3, column 3,,,
                                                                                                                                                                                                                                                                                                               current parser state:,,,,
"                                                                                                                                                                                                                                                                                                               | `<eSubpackages name=""""ATL"""" nsURI=""""http://anatlyzer/atlext/ATL"""" nsPrefix=""""atl_ext_atl"""">`",,,,
"                                                                                                                                                                                                                                                                                                               | `    <eClassifiers xsi:type=""""ecore:EClass"""" name=""""LocatedElement"""" abstract=""""true"""">`",,,,
"                                                                                                                                                                                                                                                                                                               parsing failed""",,,,
modelset/raw-data/repo-ecore-all/data/anatlyzer/beautyocl/src/beautyocl.catalogue.simplifications/metamodels/conditionals.ecore                                                                                                                       , true , true    , true   , 
